Building;z;Floor label prefix;Floorplan label
"CENTENARY CENTRE BUILDING (BUILDING 911) (id: 1719)";2.0;911;S101
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;CG01
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;CG02
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G01
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G02
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G03
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G04
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G05
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G06
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G07
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G08
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G09
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G10
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G11
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G12
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G13
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G14
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G15
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G16
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G17
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G18
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G19
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G20
"FOREST SCIENCE OFFICE (BUILDING 916) (id: 1729)";1.0;916;G21
"BURNLEY MACHINE SHED/ PESTICIDE STORE (BUILDING 917) (id: 5343)";1.0;917;CG01
Uni Gen
Circ
10.56
"BURNLEY MACHINE SHED/ PESTICIDE STORE (BUILDING 917) (id: 5343)";1.0;917;MS01
"BURNLEY MACHINE SHED/ PESTICIDE STORE (BUILDING 917) (id: 5343)";1.0;917;MS02
"BURNLEY MACHINE SHED/ PESTICIDE STORE (BUILDING 917) (id: 5343)";1.0;917;MS03
"BURNLEY MACHINE SHED/ PESTICIDE STORE (BUILDING 917) (id: 5343)";1.0;917;MS04
